Header Information_RECTYPE,TABLE,TABLE_NUMBER,TABLE_DESCRIPTION,SECTION,SECTION_DESCRIPTION,PART,PART_DESCRIPTION,ORDER,Variable Information_RECTYPE,VARIABLE_NAME,VARIABLE_DESCRIPTION,START_POSITION,FORMAT,CHANGE,CHANGE_TYPE
EAPA,EXPN,6,Detailed Expenditures Files,6,"Appliances, Household Equipment, and Other Selected Items",A,Purchase of Household Appliances,24,EAPA,QYEAR,"Year and quarter of the interview, for use in matching to the other files
 CODED
 20121  2012, 1st quarter
 20122  2012, 2nd quarter
 20123  2012, 3rd quarter
 20124  2012, 4th quarter
 20131  2013, 1st quarter
 BLS derived",1,CHAR(5),,
EMDC,EXPN,6,Detailed Expenditures Files,15,Medical and Health Expenditures,B,Reimbursements for Medical Expenses,44,EMDC,SEQNO,"Sequence number, uniquely identifies each EXPN record based on order of entries on survey questionnaire
 BLS derived
",14,NUM(3)
EMDC,EXPN,6,Detailed Expenditures Files,15,Medical and Health Expenditures,B,Reimbursements for Medical Expenses,44,EMDC,ALCNO,"Allocation number, field in common to all rows.  Identifies rows that are the result of allocation.  If ALCNO is greater than zero then the observation is a result of allocation. ALCNO can be used in conjunction with SEQNO to derive a value which has been allocated and written over with the flag H (see the notes under ""ALLOCATION AND RECORD ORIGIN"" for
 instructions).
 BLS derived
",17,NUM(3)
EMDC,EXPN,6,Detailed Expenditures Files,15,Medical and Health Expenditures,B,Reimbursements for Medical Expenses,44,EMDC,REC_ORIG,"Describes the origin of the record, field in common to all records (see ""ALLOCATION AND RECORD ORIGIN"" for the codes and their descriptions).
 BLS derived
",20,CHAR(1)
EMDC,EXPN,6,Detailed Expenditures Files,15,Medical and Health Expenditures,B,Reimbursements for Medical Expenses,44,EMDC,MEDRCARY,"Item code (Reimbursement)
CODED
110 Eye examinations, treatment, or surgery
120 Purchase of eye glasses or contact lenses
130 Combined eye care services (110, 120)
200 Dental care
330 Hospital room or hospital services
410 Services by medical professionals other than physicians, both inside and outside the home
420 Physician services
430 Combined hospital care and physicians' services (310, 320, 410, 420)
510 Lab tests and x-rays
520 Care in convalescent or nursing home
530 Other medical care and services
540 Combined medical care services (510-530)
610 Hearing aids
620 Prescription drugs
630 Rental of supportive or convalescent equipment
640 Purchase of supportive or convalescent equipment
650 Rental of medical or surgical equipment for general use
660 Purchase of medical or surgical equipment for general use
670 Combined medicine and medical supplies (610-660)
700 Care for invalids, convalescents, handicapped, or elderly persons at home.
710 Adult day care centers
900 Combined expen",21,CHAR(3)
EMDC,EXPN,6,Detailed Expenditures Files,15,Medical and Health Expenditures,B,Reimbursements for Medical Expenses,44,EMDC,MEDR_ARY,"
",24,CHAR(1)
EMDC,EXPN,6,Detailed Expenditures Files,15,Medical and Health Expenditures,B,Reimbursements for Medical Expenses,44,EMDC,MEDRGFTC,"Was the person who received the care a CU member? CODED
 1  Yes
 2  No
 CAPI Section 15
",25,CHAR(1)
EMDC,EXPN,6,Detailed Expenditures Files,15,Medical and Health Expenditures,B,Reimbursements for Medical Expenses,44,EMDC,MEDR_FTC,"
",26,CHAR(1)
EMDC,EXPN,6,Detailed Expenditures Files,15,Medical and Health Expenditures,B,Reimbursements for Medical Expenses,44,EMDC,MEDRMBMO,"In what month was (were) the reimbursement(s) received?
 
 CAPI Section 15",27,CHAR(2)
EMDC,EXPN,6,Detailed Expenditures Files,15,Medical and Health Expenditures,B,Reimbursements for Medical Expenses,44,EMDC,MEDR_BMO,"
",29,CHAR(1)
EMDC,EXPN,6,Detailed Expenditures Files,15,Medical and Health Expenditures,B,Reimbursements for Medical Expenses,44,EMDC,MEDRMBX,"What was the amount of the reimbursement?
 CAPI Section 15
",30,NUM(8)
EMDC,EXPN,6,Detailed Expenditures Files,15,Medical and Health Expenditures,B,Reimbursements for Medical Expenses,44,EMDC,MEDRMBX_,"
",38,CHAR(1)
EMDC,EXPN,6,Detailed Expenditures Files,15,Medical and Health Expenditures,B,Reimbursements for Medical Expenses,44,EMDC,MEDRCY1,"If MEDRCARY = 900, then MEDPCY1 will contain the first code mentioned of the multiple items indicated in MEDRCARY
Item code (Reimbursement)
CODED
110 Eye examinations, treatment, or surgery
120 Purchase of eye glasses or contact lenses
130 Combined eye care services (110, 120)
200 Dental care
330 Hospital room or hospital services
410 Services by medical professionals other than physicians, both inside and outside the home
420 Physician services
430 Combined hospital care and physicians' services (310, 320, 410, 420)
510 Lab tests and x-rays
520 Care in convalescent or nursing home
530 Other medical care and services
540 Combined medical care services (510-530)
610 Hearing aids
620 Prescription drugs
630 Rental of supportive or convalescent equipment
640 Purchase of supportive or convalescent equipment
650 Rental of medical or surgical equipment for general use
660 Purchase of medical or surgical equipment for general use
670 Combined medicine and medical supplies (610-660)
700 Care fo",39,CHAR(3)
EMDC,EXPN,6,Detailed Expenditures Files,15,Medical and Health Expenditures,B,Reimbursements for Medical Expenses,44,EMDC,MEDRCY1_,"
",42,CHAR(1)
EMDC,EXPN,6,Detailed Expenditures Files,15,Medical and Health Expenditures,B,Reimbursements for Medical Expenses,44,EMDC,MEDRCY2,"Same as MEDRCY1, but contains the second item mentioned
 CAPI Section 15
",43,CHAR(3)
EMDC,EXPN,6,Detailed Expenditures Files,15,Medical and Health Expenditures,B,Reimbursements for Medical Expenses,44,EMDC,MEDRCY2_,"
",46,CHAR(1)
EMDC,EXPN,6,Detailed Expenditures Files,15,Medical and Health Expenditures,B,Reimbursements for Medical Expenses,44,EMDC,MEDRCY3,"Same as MEDRCY1, but contains the third item mentioned
 CAPI Section 15
",47,CHAR(3)
EMDC,EXPN,6,Detailed Expenditures Files,15,Medical and Health Expenditures,B,Reimbursements for Medical Expenses,44,EMDC,MEDRCY3_,"
",50,CHAR(1)
EMDC,EXPN,6,Detailed Expenditures Files,15,Medical and Health Expenditures,B,Reimbursements for Medical Expenses,44,EMDC,MEDRCY4,"Same as MEDRCY1, but contains the fourth item mentioned
 CAPI Section 15
",51,CHAR(3)
EMDC,EXPN,6,Detailed Expenditures Files,15,Medical and Health Expenditures,B,Reimbursements for Medical Expenses,44,EMDC,MEDRCY4_,"
",54,CHAR(1)
EMDC,EXPN,6,Detailed Expenditures Files,15,Medical and Health Expenditures,B,Reimbursements for Medical Expenses,44,EMDC,MEDRCY5,"Same as MEDRCY1, but contains the fifth item mentioned
 CAPI Section 15
",55,CHAR(3)
EMDC,EXPN,6,Detailed Expenditures Files,15,Medical and Health Expenditures,B,Reimbursements for Medical Expenses,44,EMDC,MEDRCY5_,"
",58,CHAR(1)
EMDC,EXPN,6,Detailed Expenditures Files,15,Medical and Health Expenditures,B,Reimbursements for Medical Expenses,44,EMDC,MEDRCY6,"Same as MEDRCY1, but contains the sixth item mentioned
 CAPI Section 15
",59,CHAR(3)
EMDC,EXPN,6,Detailed Expenditures Files,15,Medical and Health Expenditures,B,Reimbursements for Medical Expenses,44,EMDC,MEDRCY6_,"
",62,CHAR(1)
EMDC,EXPN,6,Detailed Expenditures Files,15,Medical and Health Expenditures,B,Reimbursements for Medical Expenses,44,EMDC,MEDRCY7,"Same as MEDRCY1, but contains the seventh item mentioned
 CAPI Section 15
",63,CHAR(3)
EMDC,EXPN,6,Detailed Expenditures Files,15,Medical and Health Expenditures,B,Reimbursements for Medical Expenses,44,EMDC,MEDRCY7_,"
",66,CHAR(1)
EMDC,EXPN,6,Detailed Expenditures Files,15,Medical and Health Expenditures,B,Reimbursements for Medical Expenses,44,EMDC,MEDRCY8,"Same as MEDRCY1, but contains the eighth item mentioned
 CAPI Section 15
",67,CHAR(3)
EMDC,EXPN,6,Detailed Expenditures Files,15,Medical and Health Expenditures,B,Reimbursements for Medical Expenses,44,EMDC,MEDRCY8_,"
",70,CHAR(1)
EMDC,EXPN,6,Detailed Expenditures Files,15,Medical and Health Expenditures,B,Reimbursements for Medical Expenses,44,EMDC,MEDRCY9,"Same as MEDRCY1, but contains the ninth item mentioned
 CAPI Section 15
",71,CHAR(3)
EMDC,EXPN,6,Detailed Expenditures Files,15,Medical and Health Expenditures,B,Reimbursements for Medical Expenses,44,EMDC,MEDRCY9_,"
",74,CHAR(1)
EMIS,EXPN,6,Detailed Expenditures Files,19,Miscellaneous Expenses,A,Miscellaneous Expenses,52,EMIS,QYEAR,"Year and quarter of the interview, for use in matching to the other files
 CODED
 20121  2012, 1st quarter
 20122  2012, 2nd quarter
 20123  2012, 3rd quarter
 20124  2012, 4th quarter
 20131  2013, 1st quarter
 BLS derived",1,CHAR(5)
EMIS,EXPN,6,Detailed Expenditures Files,19,Miscellaneous Expenses,A,Miscellaneous Expenses,52,EMIS,NEWID,"CU identification number.  Digits 1-7 (CU sequence number, 1 through 9999999) uniquely identify the CU.  Digit 8 is the interview number, 2 through 5.
 It is possible for a CU to skip an interview.  For example, a CU could have a 2nd, 3rd and 5th interview but no 4th interview.
Values of NEWID contain a leading zero. Therefore it will appear the NEWIDs are 7 numbers long, when they are in fact 8 numbers.
 BLS derived",6,NUM(8)
EMIS,EXPN,6,Detailed Expenditures Files,19,Miscellaneous Expenses,A,Miscellaneous Expenses,52,EMIS,SEQNO,"Sequence number, uniquely identifies each EXPN record based on order of entries on survey questionnaire
 BLS derived
",14,NUM(3)
EMIS,EXPN,6,Detailed Expenditures Files,19,Miscellaneous Expenses,A,Miscellaneous Expenses,52,EMIS,ALCNO,"Allocation number, field in common to all rows.  Identifies rows that are the result of allocation.  If ALCNO is greater than zero then the observation is a result of allocation. ALCNO can be used in conjunction with SEQNO to derive a value which has been allocated and written over with the flag H (see the notes under ""ALLOCATION AND RECORD ORIGIN"" for
 instructions).
 BLS derived
",17,NUM(3)
EMIS,EXPN,6,Detailed Expenditures Files,19,Miscellaneous Expenses,A,Miscellaneous Expenses,52,EMIS,REC_ORIG,"Describes the origin of the record, field in common to all records (see ""ALLOCATION AND RECORD ORIGIN"" for the codes and their descriptions).
 BLS derived
",20,CHAR(1)
EMIS,EXPN,6,Detailed Expenditures Files,19,Miscellaneous Expenses,A,Miscellaneous Expenses,52,EMIS,MISCCODE,"Item code
CODED
100 Funerals, burials or cremation
110 Purchase or upkeep of cemetery lots or vaults
120 Combined funeral and cemetery expenses (100, 110)
130 Food and beverage for catered affairs
140 Fresh flowers or potted plants
150 Services of lawyers or other legal professionals
160 Accounting fees
170 Gardening or lawn care services
180 Housekeeping services
190 Babysitting, nanny services, or child care in your home
210 Other home services and small repair jobs around the house, not previously reported
220 Babysitting, nanny services, or child care in someone else?s home
230 Moving, storage, or freight
240 Purchases of pets, pet supplies and medicine for pets
250 Pet services
260 Veterinarian expenses for pets
265 Combined pets/pet supplies/medicine for pets, pet services and veterinarian expenses (240, 250, 260)
330 Toys and games
340 Hobbies
345 Combined TV computer games/computer game software, toys/games, and hobbies (330, 340)
360 Professional Photography Fees
370 Home Secur",21,CHAR(3)
EMIS,EXPN,6,Detailed Expenditures Files,19,Miscellaneous Expenses,A,Miscellaneous Expenses,52,EMIS,MISC_ODE,"
",24,CHAR(1)
EMIS,EXPN,6,Detailed Expenditures Files,19,Miscellaneous Expenses,A,Miscellaneous Expenses,52,EMIS,MISCMO,"In what month did you have this expense?
 CODED
 01-12   January-December
 13   Same amount each month
 CAPI Section 19",25,CHAR(2)
EMIS,EXPN,6,Detailed Expenditures Files,19,Miscellaneous Expenses,A,Miscellaneous Expenses,52,EMIS,MISCMO_,"
",27,CHAR(1)
EMIS,EXPN,6,Detailed Expenditures Files,19,Miscellaneous Expenses,A,Miscellaneous Expenses,52,EMIS,MISCGFTC,"Was this expense for your CU or someone outside of your CU? CODED
 1  For CU
 2  For someone outside your CU
 CAPI Section 19
",28,CHAR(1)
EMIS,EXPN,6,Detailed Expenditures Files,19,Miscellaneous Expenses,A,Miscellaneous Expenses,52,EMIS,MISC_FTC,"
",29,CHAR(1)
EMIS,EXPN,6,Detailed Expenditures Files,19,Miscellaneous Expenses,A,Miscellaneous Expenses,52,EMIS,MISCEXPX,"What was the total amount of the expense?
 CAPI Section 19
",30,NUM(6)
EMIS,EXPN,6,Detailed Expenditures Files,19,Miscellaneous Expenses,A,Miscellaneous Expenses,52,EMIS,MISC_XPX,"
",36,CHAR(1)
EMIS,EXPN,6,Detailed Expenditures Files,19,Miscellaneous Expenses,A,Miscellaneous Expenses,52,EMIS,MISCDE1,"If MISCCODE = 265 or 345, then MISCDE1 will contain the first code mentioned of the multiple items indicated in MISCCODE
CODED
100 Funerals, burials or cremation
110 Purchase or upkeep of cemetery lots or vaults
120 Combined funeral and cemetery expenses (100, 110)
130 Food and beverage for catered affairs
140 Fresh flowers or potted plants
150 Services of lawyers or other legal professionals
160 Accounting fees
170 Gardening or lawn care services
180 Housekeeping services
190 Babysitting, nanny services, or child care in your home
210 Other home services and small repair jobs around the house, not previously reported
220 Babysitting, nanny services, or child care in someone else?s home
230 Moving, storage, or freight
240 Purchases of pets, pet supplies and medicine for pets
250 Pet services
260 Veterinarian expenses for pets
330 Toys and games
340 Hobbies
360 Professional Photography Fees
370 Home Security System Service Fees
380 Occupational Expenses
390 Lotteries and games of chanc",37,CHAR(3)
EMIS,EXPN,6,Detailed Expenditures Files,19,Miscellaneous Expenses,A,Miscellaneous Expenses,52,EMIS,MISCDE1_,"
",40,CHAR(1)
EMIS,EXPN,6,Detailed Expenditures Files,19,Miscellaneous Expenses,A,Miscellaneous Expenses,52,EMIS,MISCDE2,"Same as MISCDE1, but contains the second item mentioned
 CAPI Section 19
",41,CHAR(3)
EMIS,EXPN,6,Detailed Expenditures Files,19,Miscellaneous Expenses,A,Miscellaneous Expenses,52,EMIS,MISCDE2_,"
",44,CHAR(1)
EMIS,EXPN,6,Detailed Expenditures Files,19,Miscellaneous Expenses,A,Miscellaneous Expenses,52,EMIS,MISCDE3,"Same as MISCDE1, but contains the third item mentioned
 CAPI Section 19
",45,CHAR(3)
EMIS,EXPN,6,Detailed Expenditures Files,19,Miscellaneous Expenses,A,Miscellaneous Expenses,52,EMIS,MISCDE3_,"
",48,CHAR(1)
EMIS,EXPN,6,Detailed Expenditures Files,19,Miscellaneous Expenses,A,Miscellaneous Expenses,52,EMIS,MISCDE4,"Same as MISCDE1, but contains the fourth item mentioned
 CAPI Section 19
",49,CHAR(3)
EMIS,EXPN,6,Detailed Expenditures Files,19,Miscellaneous Expenses,A,Miscellaneous Expenses,52,EMIS,MISCDE4_,"
",52,CHAR(1)
EMIS,EXPN,6,Detailed Expenditures Files,19,Miscellaneous Expenses,A,Miscellaneous Expenses,52,EMIS,MISCDE5,"Same as MISCDE1, but contains the fifth item mentioned
 CAPI Section 19
",53,CHAR(3)
EMIS,EXPN,6,Detailed Expenditures Files,19,Miscellaneous Expenses,A,Miscellaneous Expenses,52,EMIS,MISCDE5_,"
",56,CHAR(1)
EMIS,EXPN,6,Detailed Expenditures Files,19,Miscellaneous Expenses,A,Miscellaneous Expenses,52,EMIS,MISCDE6,"Same as MISCDE1, but contains the sixth item mentioned
 CAPI Section 19
",57,CHAR(3)
EMIS,EXPN,6,Detailed Expenditures Files,19,Miscellaneous Expenses,A,Miscellaneous Expenses,52,EMIS,MISCDE6_,"
",60,CHAR(1)
EMIS,EXPN,6,Detailed Expenditures Files,19,Miscellaneous Expenses,A,Miscellaneous Expenses,52,EMIS,MISCDE7,"Same as MISCDE1, but contains the seventh item mentioned
 CAPI Section 19
",61,CHAR(3)
EMIS,EXPN,6,Detailed Expenditures Files,19,Miscellaneous Expenses,A,Miscellaneous Expenses,52,EMIS,MISCDE7_,"
",64,CHAR(1)
EMIS,EXPN,6,Detailed Expenditures Files,19,Miscellaneous Expenses,A,Miscellaneous Expenses,52,EMIS,MISCDE8,"Same as MISCDE1, but contains the eighth item mentioned
 CAPI Section 19
",65,CHAR(3)
EMIS,EXPN,6,Detailed Expenditures Files,19,Miscellaneous Expenses,A,Miscellaneous Expenses,52,EMIS,MISCDE8_,"
",68,CHAR(1)
EMIS,EXPN,6,Detailed Expenditures Files,19,Miscellaneous Expenses,A,Miscellaneous Expenses,52,EMIS,MISCDE9,"Same as MISCDE1, but contains the ninth item mentioned
 CAPI Section 19
",69,CHAR(3)
EMIS,EXPN,6,Detailed Expenditures Files,19,Miscellaneous Expenses,A,Miscellaneous Expenses,52,EMIS,MISCDE9_,"
",72,CHAR(1)
EMOR,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,F,Mortgages,15.1,EMOR,QYEAR,"Year and quarter of the interview, for use in matching to the other files
 CODED
 20121  2012, 1st quarter
 20122  2012, 2nd quarter
 20123  2012, 3rd quarter
 20124  2012, 4th quarter
 20131  2013, 1st quarter
 BLS derived",1,CHAR(5)
EMOR,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,F,Mortgages,15.1,EMOR,NEWID,"CU identification number.  Digits 1-7 (CU sequence number, 1 through 9999999) uniquely identify the CU.  Digit 8 is the interview number, 2 through 5.
 It is possible for a CU to skip an interview.  For example, a CU could have a 2nd, 3rd and 5th interview but no 4th interview.
Values of NEWID contain a leading zero. Therefore it will appear the NEWIDs are 7 numbers long, when they are in fact 8 numbers.
 BLS derived",6,NUM(8)
EMOR,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,F,Mortgages,15.1,EMOR,SEQNO,"Sequence number, uniquely identifies each EXPN record based on order of entries on survey questionnaire
 BLS derived
",14,NUM(3)
EMOR,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,F,Mortgages,15.1,EMOR,ALCNO,"Allocation number, field in common to all rows.  Identifies rows that are the result of allocation.  If ALCNO is greater than zero then the observation is a result of allocation. ALCNO can be used in conjunction with SEQNO to derive a value which has been allocated and written over with the flag H (see the notes under ""ALLOCATION AND RECORD ORIGIN"" for
 instructions).
 BLS derived
",17,NUM(3)
EMOR,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,F,Mortgages,15.1,EMOR,REC_ORIG,"Describes the origin of the record, field in common to all records (see ""ALLOCATION AND RECORD ORIGIN"" for the codes and their descriptions).
 BLS derived
",20,CHAR(1)
EMOR,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,F,Mortgages,15.1,EMOR,PROP_NOF,"Property number
 CAPI Section 3
",21,CHAR(2)
EMOR,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,F,Mortgages,15.1,EMOR,PROP0NOF,"
",23,CHAR(1)
EMOR,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,F,Mortgages,15.1,EMOR,OWNYF,"Property code
 CODED
 100  The home in which you (your CU) currently live(s)
 200  A home in which you (your CU) used to live
 300  Second home, vacation property, recreational property, or timeshare
 400  Unimproved land with no buildings on it
 500  Other property
 600  Residential property
 CAPI Section 3",24,CHAR(3)
EMOR,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,F,Mortgages,15.1,EMOR,OWNYF_,"
",27,CHAR(1)
EMOR,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,F,Mortgages,15.1,EMOR,NEWMRRT,"What is the current interest rate on your (your CU (your CU) currently live(s)
 20",34,"NUM(5,4)"
EMOR,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,F,Mortgages,15.1,EMOR,NEWMRRT_,"
",39,CHAR(1)
EMOR,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,F,Mortgages,15.1,EMOR,ORGMRTX,"What was the amount of the mortgage when you (your CU) obtained it, excluding any interest?
 CAPI Section 3
",40,NUM(8)
EMOR,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,F,Mortgages,15.1,EMOR,ORGMRTX_,"
",48,CHAR(1)
EMOR,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,F,Mortgages,15.1,EMOR,QMRTTERM,"Length of mortgage in years
 BLS derived
",49,NUM(3)
EMOR,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,F,Mortgages,15.1,EMOR,QMRT_ERM,"
",52,CHAR(1)
EMOR,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,F,Mortgages,15.1,EMOR,MRTPMTX,"On your (your CUrters and Other Owned Real Estater CU) obtained it, excluding any interest?
 CAPI Section 3
U) used to live
 300  Second home, vacation property, recreational property, or timeshare
 400  Unimproved land with no buildings on it
 500  Other property
 600  Residential property
 CAPI Section 3 ero. Therefore it will appear the NEWIDs a",53,NUM(8)
EMOR,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,F,Mortgages,15.1,EMOR,MRTPMTX_,"
",61,CHAR(1)
EMOR,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,F,Mortgages,15.1,EMOR,PAYPROTX,"On your (your CUrters and Other Owned Real Estater CU) obtained it, excluding any interest?
 CAPI Section 3
U) used to live
 300  Second home, vac",64,CHAR(1)
EMOR,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,F,Mortgages,15.1,EMOR,PAYP_OTX,"
",65,CHAR(1)
EMOR,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,F,Mortgages,15.1,EMOR,PAYPROIN,"See PAYPROTX for question and source.
 CODED
 4 Last regular payment included property insurance",66,CHAR(1)
EMOR,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,F,Mortgages,15.1,EMOR,PAYP_OIN,"
",67,CHAR(1)
EMOR,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,F,Mortgages,15.1,EMOR,PAYMORIN,"See PAYPROTX for question and source.
 CODED
 5  Mortgage insurance
",70,CHAR(1)
EMOR,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,F,Mortgages,15.1,EMOR,PAYM_RIN,"
",71,CHAR(1)
EMOR,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,F,Mortgages,15.1,EMOR,PAYOTHER,"See PAYPROTX for question and source.
 CODED
 6  Any other payments
",72,CHAR(1)
EMOR,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,F,Mortgages,15.1,EMOR,PAYO_HER,"
",73,CHAR(1)
EMOR,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,F,Mortgages,15.1,EMOR,QESCROWX,"Amount of last regular mortgage payment that went to escrow
 
 BLS derived",74,NUM(8)
EMOR,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,F,Mortgages,15.1,EMOR,QESC_OWX,"
",82,CHAR(1)
EMOR,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,F,Mortgages,15.1,EMOR,QPRINM1X,"Amount of principal paid during first month of reference period
 
 BLS derived",83,NUM(8)
EMOR,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,F,Mortgages,15.1,EMOR,QPRI_M1X,"
",91,CHAR(1)
EMOR,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,F,Mortgages,15.1,EMOR,QPRINM2X,"Amount of principal paid during second month of reference period
 BLS derived
",92,NUM(8)
EMOR,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,F,Mortgages,15.1,EMOR,QPRI_M2X,"
",100,CHAR(1)
EMOR,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,F,Mortgages,15.1,EMOR,QPRINM3X,"Amount of principal paid during third month of reference period
 
 BLS derived",101,NUM(8)
EMOR,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,F,Mortgages,15.1,EMOR,QPRI_M3X,"
",109,CHAR(1)
EMOR,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,F,Mortgages,15.1,EMOR,QADINT1X,"Amount of interest paid during first month of reference period, adjusted for business
 BLS derived
",110,NUM(8)
EMOR,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,F,Mortgages,15.1,EMOR,QADI_T1X,"
",118,CHAR(1)
EMOR,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,F,Mortgages,15.1,EMOR,QADINT2X,"Amount of interest paid during second month of reference period, adjusted for business
 BLS derived
",119,NUM(8)
EMOR,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,F,Mortgages,15.1,EMOR,QADI_T2X,"
",127,CHAR(1)
EMOR,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,F,Mortgages,15.1,EMOR,QADINT3X,"Amount of interest paid during third month of reference period, adjusted for business
 BLS derived
",128,NUM(8)
EMOR,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,F,Mortgages,15.1,EMOR,QADI_T3X,"
",136,CHAR(1)
EMOR,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,F,Mortgages,15.1,EMOR,QRFINDAT,"Month and year mortgage payment changed (present on 'old' loan record)
 BLS derived",137,CHAR(6)
EMOR,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,F,Mortgages,15.1,EMOR,QRFI_DAT,"
",143,CHAR(1)
EMOR,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,F,Mortgages,15.1,EMOR,FRSTPYMO,"In what month did you (your CU) make your (your CUn 'old' loan record)
 BLS derived
 BLS derived
io",144,CHAR(2)
EMOR,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,F,Mortgages,15.1,EMOR,FRST_YMO,"
",146,CHAR(1)
EMOR,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,F,Mortgages,15.1,EMOR,FRSTPYYR,"In what year did you (your CU) make your (your CUUn 'old' loan record)
 BLS derived
 BLS derived
i",147,CHAR(4)
EMOR,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,F,Mortgages,15.1,EMOR,FRST_YYR,"
",151,CHAR(1)
EMOR,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,F,Mortgages,15.1,EMOR,FIXEDRTE,"Is this a fixed rate mortgage?
 CODED
 1  Yes
 2  No
 CAPI Section 3
",152,CHAR(1)
EMOR,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,F,Mortgages,15.1,EMOR,FIXE_RTE,"
",153,CHAR(1)
EMOR,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,F,Mortgages,15.1,EMOR,QNEWDATE,"Month and year mortgage payment changed (present on 'new' loan record)
 BLS derived",158,CHAR(6)
EMOR,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,F,Mortgages,15.1,EMOR,QNEW_ATE,"
",164,CHAR(1)
EMOR,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,F,Mortgages,15.1,EMOR,QBLNCM1X,"Principal balance outstanding at beginning of month, three months ago
 BLS derived
",165,NUM(8)
EMOR,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,F,Mortgages,15.1,EMOR,QBLN_M1X,"
",173,CHAR(1)
EMOR,EXPN,6,Detailed Expenditures Files,3,Owned Living Quarters and Other Owned Real Estate,F,Mortgages,15.1,EMOR,QBLNCM2X,"Principal balance outstanding at beginning of month, two months ago
 BLS derived
",174,NUM(8)
